OBJECTID,Borough,Type,Provider,Name,Location,Latitude,Longitude,X,Y,Location_T,Remarks,City,SSID,SourceID,Activated,BoroCode,Borough Name,Neighborhood Tabulation Area Code (NTACODE),Neighborhood Tabulation Area (NTA),Council Distrcit,Postcode,BoroCD,Census Tract,BCTCB2010,BIN,BBL,DOITT_ID,"Location (Lat, Long)"
11188,4,Free,LinkNYC - Citybridge,qu-01-125148,30-01 STEINWAY STREET,40.7636860602,-73.9150512395,"1,007,782.15765","217,519.574525",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-013594,06/29/2017,4,Queens,QN70,Astoria,22,11103,401,149,149,4011253,4006800050,4313,"(40.7636860602, -73.9150512395)"
12834,1,Free,LinkNYC - Citybridge,mn-08-120985,1180 3 AVENUE,40.7678548897,-73.9622546401,"994,705.41182","219,029.25917",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000837,03/29/2016,1,Manhattan,MN40,Upper East Side-Carnegie Hill,4,10065,108,120,120,1042479,1014030030,3338,"(40.7678548897, -73.9622546401)"
10442,4,Limited Free,SPECTRUM,Cunningham Park,Parking lot and Tennis Courts,40.729869,-73.7738410001,"1,046,931.38939","205,268.440891",Outdoor,3 free 10 min sessions,Queens,GuestWiFi,0,09/09/9999,4,Queens,QN99,park-cemetery-etc-Queens,23,11423,408,1283,1283,0,4072900001,818,"(40.729869, -73.7738410001)"
11469,1,Free,LinkNYC - Citybridge,mn-04-122456,653 10 AVENUE,40.7623284104,-73.9936423401,"986,011.209064","217,013.591613",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-013881,03/19/2018,1,Manhattan,MN15,Clinton,3,10036,104,129,129,1026966,1010750030,4364,"(40.7623284104, -73.9936423401)"
9970,2,Free,NYPL,Van Nest,2147 BARNES AVENUE,40.8548777848,-73.8641435801,"1,021,832.85133","250,761.695049",Library,,Bronx,NYPL,,09/09/9999,2,Bronx,BX49,Pelham Parkway,13,10462,211,228,228,2049427,2043210070,387,"(40.8548777848, -73.8641435801)"
10027,3,Free,BPL,Ulmer Park - Brooklyn Public Library,2602 BATH AVENUE,40.5926531297,-73.9886820957,"987,393.290946","155,196.131259",Library,,Brooklyn,BPLUNWIRED,,09/09/9999,3,Brooklyn,BK29,Bensonhurst East,47,11214,313,304,304,3186777,3068970035,445,"(40.5926531297, -73.9886820957)"
12196,1,Free,LinkNYC - Citybridge,mn-05-135639,462 PARK AVENUE SOUTH,40.74533995,-73.9827682499,"989,024.784402","210,824.550514",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-012735,10/12/2018,1,Manhattan,MN17,Midtown-Midtown South,2,10016,105,74,74,1080789,1008610040,4211,"(40.74533995, -73.9827682499)"
12372,3,Free,Transit Wireless,Jefferson St (L),Jefferson St (L),40.7066070001,-73.9229129996,"1,005,622.62621","196,721.870714",Subway Station,SN 126,Brooklyn,TransitWirelessWiFi,,09/09/9999,3,Brooklyn,BK77,Bushwick North,34,11237,304,447,447,0,0,1701,"(40.7066070001, -73.9229129996)"
10625,1,Free,LinkNYC - Citybridge,mn-11-120222,1945 3 AVENUE,40.7922967001,-73.94398813,"999,759.514901","227,936.943782",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000902,06/15/2016,1,Manhattan,MN33,East Harlem South,8,10029,111,170,170,1080688,1016560000,3383,"(40.7922967001, -73.94398813)"
10525,3,Limited Free,SPECTRUM,McCarren Park,Track & Field,40.7200789997,-73.9495109998,"998,245.414583","201,624.758546",Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,0,09/09/9999,3,Brooklyn,BK73,North Side-South Side,33,11222,301,515,515,0,3026960001,96,"(40.7200789997, -73.9495109998)"
11523,3,Free,Downtown Brooklyn,,573 Fulton St. (Pole),40.6893339998,-73.9819749997,"989,248.786578","190,419.914814",Outdoor,,Brooklyn,Downtown Brooklyn WiFi,,09/09/9999,3,Brooklyn,BK68,Fort Greene,33,11201,302,33,33,3000357,3001490022,1047,"(40.6893339998, -73.9819749997)"
12722,1,Free,LinkNYC - Citybridge,mn-05-134122,488 MADISON AVENUE,40.7586493104,-73.9751429701,"991,136.314299","215,674.088059",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000749,05/05/2017,1,Manhattan,MN17,Midtown-Midtown South,4,10022,105,102,102,1035470,1012870010,3299,"(40.7586493104, -73.9751429701)"
10918,1,Free,Harlem,,pole 54: MavSEC128,40.8075940004,-73.939065,"1,001,118.83731","233,511.193788",Outdoor,,New York,Harlem Wi-Fi,,09/09/9999,1,Manhattan,MN03,Central Harlem North-Polo Grounds,9,10035,111,206,206,0,0,751,"(40.8075940004, -73.939065)"
11808,3,Free,LinkNYC - Citybridge,bk-02-126904,128 MONTAGUE STREET,40.6947255403,-73.9942270995,"985,850.841275","192,383.749797",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Brooklyn,LinkNYC Free Wi-Fi,LINK-014440,09/09/9999,3,Brooklyn,BK09,Brooklyn Heights-Cobble Hill,33,11201,302,5,5,3002077,3002490030,4428,"(40.6947255403, -73.9942270995)"
11165,1,Free,LinkNYC - Citybridge,mn-10-119897,2710 FREDERICK DOUGLASS BLVD,40.8222148602,-73.9422346805,"1,000,237.85154","238,837.501377",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-013361,10/19/2016,1,Manhattan,MN03,Central Harlem North-Polo Grounds,9,10030,110,232,232,1060439,1020300000,4290,"(40.8222148602, -73.9422346805)"
12744,1,Free,LinkNYC - Citybridge,mn-03-108589,169 BOWERY,40.7199070697,-73.9940664903,"985,894.757197","201,558.141553",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-003249,08/19/2016,1,Manhattan,MN27,Chinatown,1,10002,103,18,18,1005660,1004240010,3671,"(40.7199070697, -73.9940664903)"
12675,1,Free,LinkNYC - Citybridge,mn-04-122620,891 8 AVENUE,40.7643380004,-73.9847670002,"988,469.742533","217,746.054387",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000549,04/27/2016,1,Manhattan,MN15,Clinton,3,10019,104,133,133,1025400,1010447500,3252,"(40.7643380004, -73.9847670002)"
10857,2,Limited Free,ALTICEUSA,Joyce Kilmer Park,right center,40.8278309999,-73.9226770005,"1,005,649.07202","240,887.838812",Outdoor,3 free 10 min sessions,Bronx,GuestWiFi,,09/09/9999,2,Bronx,BX63,West Concourse,8,10451,204,195,195,0,2024690001,1323,"(40.8278309999, -73.9226770005)"
11600,5,Limited Free,SPECTRUM,Snug Harbor Cultural Center,Building G - SE towards social affair area,40.6437820001,-74.1022450006,"955,875.521304","173,840.079863",Outdoor,3 free 10 min sessions,Staten Island,GuestWiFi,0,09/09/9999,5,Staten Island,SI22,West New Brighton-New Brighton-St. George,49,10310,501,97,97,0,5000760200,1154,"(40.6437820001, -74.1022450006)"
11614,1,Limited Free,SPECTRUM,Thomas Jefferson Park,Computer Resource Room,40.7936690002,-73.9368160005,"1,001,745.09459","228,438.271192",Indoor,3 free 10 min sessions,New York,GuestWiFi,0,09/09/9999,1,Manhattan,MN34,East Harlem North,8,10029,111,178,178,1085632,1017050001,1168,"(40.7936690002, -73.9368160005)"
10680,1,Free,LinkNYC - Citybridge,mn-07-133393,2245 BROADWAY,40.7847119996,-73.9795639995,"989,909.310848","225,169.278714",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000975,11/21/2016,1,Manhattan,MN12,Upper West Side,6,10024,107,167,167,1081047,1012280010,3438,"(40.7847119996, -73.9795639995)"
11427,1,Free,LinkNYC - Citybridge,mn-08-121708,351 EAST 60 STREET,40.7603599798,-73.9616631402,"994,870.451516","216,298.687859",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-010787,03/14/2018,1,Manhattan,MN31,Lenox Hill-Roosevelt Island,5,10065,108,110,110,1044204,1014350020,3923,"(40.7603599798, -73.9616631402)"
12871,1,Free,LinkNYC - Citybridge,mn-11-120218,175 E 96 ST,40.7858176901,-73.9490312697,"998,364.458636","225,575.565631",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000892,03/23/2016,1,Manhattan,MN33,East Harlem South,5,10029,111,158,158,1082901,1016240030,3375,"(40.7858176901, -73.9490312697)"
12803,1,Free,LinkNYC - Citybridge,mn-01-136177,55 WATER STREET,40.7039097998,-74.0090824103,"981,731.76946","195,729.926175",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000771,02/23/2018,1,Manhattan,MN25,Battery Park City-Lower Manhattan,1,10004,101,9,9,1083346,1000327500,3307,"(40.7039097998, -74.0090824103)"
11328,4,Limited Free,SPECTRUM,Alley Pond Park,Tennis Courts and Ball Field,40.739154,-73.7377180002,"1,056,932.94944","208,679.155526",Outdoor,3 free 10 min sessions,Queens,GuestWiFi,0,09/09/9999,4,Queens,QN43,Bellerose,23,11426,413,1567,1567,0,4078600020,17,"(40.739154, -73.7377180002)"
11732,4,Free,LinkNYC - Citybridge,qu-01-133970,30-01 30 AVENUE,40.7673067797,-73.92211147,"1,005,825.18912","218,836.903911",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-010981,01/10/2018,4,Queens,QN71,Old Astoria,22,11102,401,71,71,4007687,4005950010,3968,"(40.7673067797, -73.92211147)"
11210,1,Free,LinkNYC - Citybridge,mn-05-121567,101 EAST 31 STREET,40.7451423403,-73.9825063298,"989,097.374808","210,752.569358",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-013736,08/03/2017,1,Manhattan,MN20,Murray Hill-Kips Bay,2,10016,105,72,72,1018457,1008870000,4335,"(40.7451423403, -73.9825063298)"
12052,1,Free,LinkNYC - Citybridge,mn-02-123120,475 6 AVENUE,40.73598356,-73.9979901195,"984,807.000515","207,415.257463",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-012372,06/12/2018,1,Manhattan,MN23,West Village,3,10011,102,71,71,1010577,1006070040,4139,"(40.73598356, -73.9979901195)"
10290,3,Free,LinkNYC - Citybridge,bk-06-145891,50 5 AVENUE,40.681596,-73.9770380003,"990,618.679836","187,601.056934",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Brooklyn,LinkNYC Free Wi-Fi,LINK-021504,08/15/2017,3,Brooklyn,BK37,Park Slope-Gowanus,39,11217,306,129,129,3018442,3009300050,4695,"(40.681596, -73.9770380003)"
11673,3,Limited Free,ALTICEUSA,Brownsville Recreation Center,MULTI-PURPOSE  R,40.6559,-73.9028500002,"1,011,205.64588","178,253.38895",Indoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,09/09/9999,3,Brooklyn,BK81,Brownsville,42,11212,316,922,922,0,3038680011,1230,"(40.6559, -73.9028500002)"
